Image Name,Label,Probability,"Top-Left (x, y)","Bottom-Right (x, y)"
00e74c757035269f.jpg,chair,0.99,"(np.float32(610.1045), np.float32(520.5973))","(np.float32(866.76135), np.float32(680.8091))"
00e74c757035269f.jpg,person,0.99,"(np.float32(586.72327), np.float32(319.6483))","(np.float32(741.3144), np.float32(580.8033))"
00e74c757035269f.jpg,chair,0.99,"(np.float32(415.49255), np.float32(516.3227))","(np.float32(623.58344), np.float32(679.59375))"
00e74c757035269f.jpg,person,0.99,"(np.float32(821.5753), np.float32(325.94513))","(np.float32(982.94543), np.float32(579.231))"
00e74c757035269f.jpg,person,0.99,"(np.float32(379.14316), np.float32(341.93466))","(np.float32(589.01483), np.float32(647.81433))"
00e74c757035269f.jpg,person,0.99,"(np.float32(191.32181), np.float32(268.173))","(np.float32(301.8376), np.float32(387.2392))"
00e74c757035269f.jpg,person,0.98,"(np.float32(675.54944), np.float32(263.57916))","(np.float32(750.44336), np.float32(369.4207))"
00e74c757035269f.jpg,person,0.98,"(np.float32(445.38925), np.float32(272.91748))","(np.float32(518.6609), np.float32(379.42566))"
00e74c757035269f.jpg,chair,0.97,"(np.float32(847.3461), np.float32(502.1103))","(np.float32(1020.87085), np.float32(678.7897))"
00e74c757035269f.jpg,person,0.96,"(np.float32(46.099255), np.float32(272.4786))","(np.float32(110.17938), np.float32(405.0105))"
00e74c757035269f.jpg,tie,0.95,"(np.float32(237.87065), np.float32(313.26724))","(np.float32(253.89339), np.float32(387.18604))"
00e74c757035269f.jpg,person,0.95,"(np.float32(54.079666), np.float32(328.7357))","(np.float32(208.50453), np.float32(480.71063))"
00e74c757035269f.jpg,person,0.95,"(np.float32(738.25586), np.float32(290.22543))","(np.float32(849.8168), np.float32(418.13187))"
00e74c757035269f.jpg,person,0.95,"(np.float32(856.60144), np.float32(279.66846))","(np.float32(941.0202), np.float32(369.74924))"
00e74c757035269f.jpg,chair,0.94,"(np.float32(731.645), np.float32(397.64252))","(np.float32(860.9653), np.float32(529.1459))"
00e74c757035269f.jpg,person,0.94,"(np.float32(986.60034), np.float32(292.94943))","(np.float32(1024.0), np.float32(384.74533))"
00e74c757035269f.jpg,chair,0.94,"(np.float32(938.87054), np.float32(394.95615))","(np.float32(1021.12195), np.float32(486.20682))"
00e74c757035269f.jpg,person,0.93,"(np.float32(0.0), np.float32(304.60062))","(np.float32(49.900402), np.float32(454.48264))"
00e74c757035269f.jpg,person,0.92,"(np.float32(272.47586), np.float32(331.25473))","(np.float32(395.1991), np.float32(434.2827))"
00e74c757035269f.jpg,chair,0.91,"(np.float32(565.6467), np.float32(332.45163))","(np.float32(627.8472), np.float32(467.0621))"
00e74c757035269f.jpg,chair,0.91,"(np.float32(58.349297), np.float32(601.5928))","(np.float32(233.88408), np.float32(680.9241))"
00e74c757035269f.jpg,person,0.9,"(np.float32(591.08716), np.float32(283.20007))","(np.float32(639.36725), np.float32(335.5783))"
00e74c757035269f.jpg,chair,0.9,"(np.float32(238.90471), np.float32(427.08832))","(np.float32(403.2453), np.float32(660.67975))"
00e74c757035269f.jpg,chair,0.9,"(np.float32(0.6677313), np.float32(447.55356))","(np.float32(214.56332), np.float32(587.7989))"
00e74c757035269f.jpg,person,0.88,"(np.float32(0.6744217), np.float32(536.6914))","(np.float32(84.369), np.float32(676.95966))"
00e74c757035269f.jpg,book,0.86,"(np.float32(40.55384), np.float32(536.8623))","(np.float32(165.2783), np.float32(638.697))"
00e74c757035269f.jpg,person,0.85,"(np.float32(916.521), np.float32(318.73782))","(np.float32(1008.78723), np.float32(430.59863))"
00e74c757035269f.jpg,person,0.85,"(np.float32(302.74924), np.float32(284.4384))","(np.float32(383.42154), np.float32(382.88086))"
00e74c757035269f.jpg,tie,0.79,"(np.float32(701.4443), np.float32(311.47092))","(np.float32(712.2275), np.float32(326.83588))"
00e74c757035269f.jpg,chair,0.76,"(np.float32(243.18921), np.float32(431.99088))","(np.float32(393.36926), np.float32(559.6829))"
00e74c757035269f.jpg,person,0.69,"(np.float32(571.1421), np.float32(283.42352))","(np.float32(639.81354), np.float32(366.99734))"
00e74c757035269f.jpg,tie,0.66,"(np.float32(903.3367), np.float32(326.42587))","(np.float32(912.14417), np.float32(346.52914))"
00e74c757035269f.jpg,vase,0.62,"(np.float32(188.96338), np.float32(210.6804))","(np.float32(245.21118), np.float32(281.8479))"
00e74c757035269f.jpg,chair,0.6,"(np.float32(772.4861), np.float32(316.10287))","(np.float32(790.1413), np.float32(365.22885))"
00e74c757035269f.jpg,chair,0.59,"(np.float32(567.1759), np.float32(324.2809))","(np.float32(591.94794), np.float32(375.924))"
00e74c757035269f.jpg,person,0.54,"(np.float32(593.9793), np.float32(283.16684))","(np.float32(631.9398), np.float32(316.39084))"
00e74c757035269f.jpg,clock,0.5,"(np.float32(642.0432), np.float32(216.4892))","(np.float32(690.2888), np.float32(282.4173))"
00e74c757035269f.jpg,chair,0.49,"(np.float32(746.0955), np.float32(522.36835))","(np.float32(803.5177), np.float32(536.5501))"
00e74c757035269f.jpg,chair,0.49,"(np.float32(38.250248), np.float32(557.7579))","(np.float32(216.58159), np.float32(674.83386))"
00e74c757035269f.jpg,chair,0.49,"(np.float32(10.67449), np.float32(458.14774))","(np.float32(246.71385), np.float32(675.13666))"
00e74c757035269f.jpg,tie,0.48,"(np.float32(903.45636), np.float32(326.64618))","(np.float32(916.24634), np.float32(356.43533))"
00e74c757035269f.jpg,person,0.46,"(np.float32(304.98105), np.float32(279.79355))","(np.float32(361.0056), np.float32(346.9392))"
00e74c757035269f.jpg,person,0.45,"(np.float32(16.140976), np.float32(308.62402))","(np.float32(254.13509), np.float32(665.45264))"
00e74c757035269f.jpg,dining table,0.44,"(np.float32(162.45996), np.float32(378.9562))","(np.float32(301.18732), np.float32(465.43863))"
00e74c757035269f.jpg,chair,0.43,"(np.float32(574.6638), np.float32(321.60153))","(np.float32(627.8267), np.float32(375.65176))"
00e74c757035269f.jpg,tie,0.42,"(np.float32(84.16299), np.float32(327.13074))","(np.float32(96.05992), np.float32(348.702))"
00e74c757035269f.jpg,dining table,0.39,"(np.float32(180.87672), np.float32(455.9026))","(np.float32(253.46477), np.float32(469.27118))"
00e74c757035269f.jpg,chair,0.37,"(np.float32(606.7508), np.float32(350.31476))","(np.float32(640.4558), np.float32(425.45236))"
00e74c757035269f.jpg,chair,0.34,"(np.float32(588.05096), np.float32(326.341))","(np.float32(631.54425), np.float32(433.4278))"
00e74c757035269f.jpg,dining table,0.33,"(np.float32(695.58185), np.float32(364.9434))","(np.float32(773.97186), np.float32(405.54907))"
00e74c757035269f.jpg,person,0.33,"(np.float32(253.00507), np.float32(299.96814))","(np.float32(391.33417), np.float32(572.1216))"
00e74c757035269f.jpg,person,0.32,"(np.float32(595.2251), np.float32(286.53928))","(np.float32(617.0652), np.float32(309.8529))"
00e74c757035269f.jpg,dining table,0.29,"(np.float32(141.38394), np.float32(381.16327))","(np.float32(395.7923), np.float32(433.97586))"
00e74c757035269f.jpg,chair,0.27,"(np.float32(979.63904), np.float32(399.1045))","(np.float32(1022.83887), np.float32(483.6672))"
00e74c757035269f.jpg,chair,0.26,"(np.float32(565.6063), np.float32(322.787))","(np.float32(609.03864), np.float32(384.52823))"
00e74c757035269f.jpg,dining table,0.26,"(np.float32(178.63562), np.float32(455.751))","(np.float32(254.1264), np.float32(501.3912))"
00e74c757035269f.jpg,chair,0.24,"(np.float32(619.6544), np.float32(546.45245))","(np.float32(688.1545), np.float32(622.0653))"
00e74c757035269f.jpg,dining table,0.24,"(np.float32(699.63617), np.float32(361.52563))","(np.float32(780.2622), np.float32(387.21216))"
00e74c757035269f.jpg,tie,0.23,"(np.float32(228.80014), np.float32(312.38144))","(np.float32(240.85031), np.float32(383.96783))"
00e74c757035269f.jpg,dining table,0.23,"(np.float32(225.09981), np.float32(404.2862))","(np.float32(286.6183), np.float32(417.44437))"
00e74c757035269f.jpg,chair,0.22,"(np.float32(619.45917), np.float32(368.4703))","(np.float32(638.3714), np.float32(417.45966))"
00e74c757035269f.jpg,tv,0.22,"(np.float32(562.3684), np.float32(305.94965))","(np.float32(587.7361), np.float32(320.14236))"
00e74c757035269f.jpg,person,0.21,"(np.float32(48.020145), np.float32(309.28802))","(np.float32(139.87883), np.float32(449.2983))"
00e74c757035269f.jpg,dining table,0.19,"(np.float32(189.91286), np.float32(423.8745))","(np.float32(270.97952), np.float32(467.8846))"
00e74c757035269f.jpg,chair,0.18,"(np.float32(564.06494), np.float32(369.96753))","(np.float32(615.2558), np.float32(497.25534))"
00e74c757035269f.jpg,dining table,0.17,"(np.float32(982.8173), np.float32(366.33713))","(np.float32(1021.62354), np.float32(380.83112))"
00e74c757035269f.jpg,dining table,0.17,"(np.float32(207.69191), np.float32(378.8849))","(np.float32(295.6778), np.float32(419.85056))"
00e74c757035269f.jpg,laptop,0.16,"(np.float32(562.24524), np.float32(306.05838))","(np.float32(588.55524), np.float32(320.7141))"
00e74c757035269f.jpg,dining table,0.16,"(np.float32(177.38438), np.float32(441.31964))","(np.float32(256.0893), np.float32(471.7468))"
00e74c757035269f.jpg,dining table,0.16,"(np.float32(183.0387), np.float32(396.096))","(np.float32(285.9855), np.float32(452.6428))"
00e74c757035269f.jpg,laptop,0.15,"(np.float32(41.34835), np.float32(537.5034))","(np.float32(175.69122), np.float32(640.95166))"
00e74c757035269f.jpg,person,0.15,"(np.float32(734.39484), np.float32(298.45956))","(np.float32(859.77563), np.float32(531.24207))"
00e74c757035269f.jpg,book,0.14,"(np.float32(984.13477), np.float32(365.1244))","(np.float32(1021.63226), np.float32(379.2546))"
00e74c757035269f.jpg,chair,0.14,"(np.float32(58.54967), np.float32(408.1065))","(np.float32(201.42729), np.float32(451.67252))"
00e74c757035269f.jpg,dining table,0.14,"(np.float32(191.80092), np.float32(448.09625))","(np.float32(252.71562), np.float32(466.46613))"
00e74c757035269f.jpg,dining table,0.14,"(np.float32(999.9277), np.float32(380.881))","(np.float32(1023.2499), np.float32(394.35046))"
00e74c757035269f.jpg,tie,0.14,"(np.float32(902.3752), np.float32(328.034))","(np.float32(910.1835), np.float32(341.12845))"
00e74c757035269f.jpg,person,0.13,"(np.float32(796.616), np.float32(282.31534))","(np.float32(842.84503), np.float32(340.5571))"
00e74c757035269f.jpg,person,0.13,"(np.float32(14.895659), np.float32(556.556))","(np.float32(281.2403), np.float32(676.16266))"
00e74c757035269f.jpg,chair,0.13,"(np.float32(18.156412), np.float32(484.41608))","(np.float32(180.19356), np.float32(638.9645))"
00e74c757035269f.jpg,dining table,0.13,"(np.float32(983.79785), np.float32(366.74896))","(np.float32(1024.0), np.float32(397.19345))"
00e74c757035269f.jpg,person,0.12,"(np.float32(215.55746), np.float32(356.76685))","(np.float32(393.77762), np.float32(670.1231))"
00e74c757035269f.jpg,dining table,0.11,"(np.float32(363.7717), np.float32(371.4776))","(np.float32(418.8027), np.float32(405.25928))"
00e74c757035269f.jpg,bottle,0.11,"(np.float32(819.49646), np.float32(492.72638))","(np.float32(831.12), np.float32(515.4956))"
00e74c757035269f.jpg,chair,0.11,"(np.float32(576.7228), np.float32(325.11597))","(np.float32(603.1643), np.float32(375.59662))"
00e74c757035269f.jpg,chair,0.1,"(np.float32(751.3137), np.float32(318.678))","(np.float32(788.9246), np.float32(365.59235))"
00e84bc8c5c7aac2 - Copy.jpg,clock,1.0,"(np.float32(247.26842), np.float32(59.27582))","(np.float32(293.51492), np.float32(108.23143))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.98,"(np.float32(851.64954), np.float32(633.813))","(np.float32(917.09625), np.float32(681.0202))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.97,"(np.float32(761.97296), np.float32(281.16663))","(np.float32(836.8989), np.float32(368.50082))"
00e84bc8c5c7aac2 - Copy.jpg,tv,0.97,"(np.float32(422.2957), np.float32(32.79917))","(np.float32(706.81335), np.float32(235.68657))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.97,"(np.float32(653.077), np.float32(598.40063))","(np.float32(728.1721), np.float32(675.21045))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.96,"(np.float32(299.27777), np.float32(270.33844))","(np.float32(307.65366), np.float32(324.56525))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.96,"(np.float32(979.98987), np.float32(414.17603))","(np.float32(1021.8881), np.float32(464.18777))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.95,"(np.float32(723.08386), np.float32(528.60016))","(np.float32(807.81616), np.float32(642.2464))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.95,"(np.float32(799.02673), np.float32(589.75354))","(np.float32(860.202), np.float32(658.63245))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.95,"(np.float32(326.83588), np.float32(510.93973))","(np.float32(410.11227), np.float32(583.04724))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.95,"(np.float32(751.8216), np.float32(362.3742))","(np.float32(763.8635), np.float32(398.91507))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.94,"(np.float32(880.327), np.float32(371.0562))","(np.float32(944.4758), np.float32(433.22415))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.94,"(np.float32(755.73), np.float32(621.692))","(np.float32(764.9016), np.float32(656.00446))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.94,"(np.float32(719.3938), np.float32(583.4845))","(np.float32(806.2134), np.float32(664.5033))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.94,"(np.float32(718.32837), np.float32(328.78735))","(np.float32(779.6749), np.float32(399.6992))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.93,"(np.float32(387.24756), np.float32(616.61346))","(np.float32(466.67038), np.float32(682.0))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.92,"(np.float32(317.02286), np.float32(631.4559))","(np.float32(386.73218), np.float32(681.6909))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.92,"(np.float32(52.009914), np.float32(318.85587))","(np.float32(62.08117), np.float32(345.49664))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.92,"(np.float32(794.23895), np.float32(311.9052))","(np.float32(801.37177), np.float32(345.01874))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.91,"(np.float32(588.44684), np.float32(539.47833))","(np.float32(670.21234), np.float32(644.93274))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.9,"(np.float32(563.8271), np.float32(288.46057))","(np.float32(641.73566), np.float32(403.5786))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.89,"(np.float32(457.11218), np.float32(425.602))","(np.float32(524.34607), np.float32(572.20184))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.88,"(np.float32(413.30252), np.float32(507.98782))","(np.float32(490.99838), np.float32(584.4327))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.87,"(np.float32(291.33517), np.float32(541.6609))","(np.float32(301.01746), np.float32(578.4239))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.86,"(np.float32(601.206), np.float32(445.75226))","(np.float32(648.01404), np.float32(508.0375))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.85,"(np.float32(252.40094), np.float32(498.81824))","(np.float32(341.58218), np.float32(611.9023))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.85,"(np.float32(15.40521), np.float32(511.47644))","(np.float32(106.007286), np.float32(655.9576))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.83,"(np.float32(828.37866), np.float32(380.39862))","(np.float32(882.1467), np.float32(446.4138))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.83,"(np.float32(226.68791), np.float32(200.31924))","(np.float32(281.951), np.float32(308.4589))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.8,"(np.float32(22.043558), np.float32(571.7226))","(np.float32(88.81595), np.float32(664.5727))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.8,"(np.float32(181.75539), np.float32(427.6586))","(np.float32(257.13266), np.float32(511.17377))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.78,"(np.float32(909.7537), np.float32(417.9337))","(np.float32(966.4032), np.float32(437.68634))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.76,"(np.float32(600.4948), np.float32(399.73004))","(np.float32(664.4267), np.float32(459.24847))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.76,"(np.float32(438.65555), np.float32(374.9262))","(np.float32(510.53055), np.float32(428.32715))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.73,"(np.float32(36.906174), np.float32(451.29974))","(np.float32(120.88618), np.float32(532.077))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.73,"(np.float32(523.289), np.float32(445.18027))","(np.float32(586.1852), np.float32(516.7939))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.72,"(np.float32(662.9266), np.float32(556.3341))","(np.float32(725.8084), np.float32(606.22107))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.71,"(np.float32(443.59808), np.float32(260.5791))","(np.float32(506.3814), np.float32(360.0825))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.7,"(np.float32(277.06937), np.float32(359.97562))","(np.float32(348.40836), np.float32(437.52612))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.69,"(np.float32(269.22147), np.float32(239.14723))","(np.float32(337.94653), np.float32(350.69797))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.69,"(np.float32(19.46542), np.float32(291.09894))","(np.float32(79.36675), np.float32(348.2603))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.68,"(np.float32(460.51086), np.float32(626.01935))","(np.float32(530.80896), np.float32(681.36725))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.68,"(np.float32(623.944), np.float32(572.39136))","(np.float32(637.2833), np.float32(610.5458))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.68,"(np.float32(108.25756), np.float32(429.62088))","(np.float32(181.88809), np.float32(506.52042))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.67,"(np.float32(113.871086), np.float32(400.58295))","(np.float32(177.00987), np.float32(458.0323))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.67,"(np.float32(410.02502), np.float32(342.25705))","(np.float32(467.6264), np.float32(389.08142))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.64,"(np.float32(109.113625), np.float32(483.6323))","(np.float32(190.34206), np.float32(623.8335))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.63,"(np.float32(539.5964), np.float32(365.40765))","(np.float32(612.7865), np.float32(431.261))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.63,"(np.float32(660.8867), np.float32(325.92596))","(np.float32(714.41406), np.float32(356.41815))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.62,"(np.float32(817.2074), np.float32(624.7136))","(np.float32(829.8111), np.float32(651.686))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.62,"(np.float32(405.83734), np.float32(275.72433))","(np.float32(451.9093), np.float32(349.81354))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.62,"(np.float32(172.32686), np.float32(470.72498))","(np.float32(260.71036), np.float32(559.50726))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.61,"(np.float32(904.48114), np.float32(419.16397))","(np.float32(969.82043), np.float32(477.1709))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.6,"(np.float32(675.6981), np.float32(308.12772))","(np.float32(726.76324), np.float32(327.69568))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.6,"(np.float32(36.114666), np.float32(344.78006))","(np.float32(97.24159), np.float32(380.0522))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.6,"(np.float32(3.319649), np.float32(508.16022))","(np.float32(82.62261), np.float32(614.36566))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.59,"(np.float32(544.86273), np.float32(411.23697))","(np.float32(601.8393), np.float32(463.59143))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.57,"(np.float32(226.1208), np.float32(394.55267))","(np.float32(277.2769), np.float32(445.30362))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.57,"(np.float32(261.3802), np.float32(339.0731))","(np.float32(269.42575), np.float32(359.9813))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.56,"(np.float32(47.443775), np.float32(400.14203))","(np.float32(96.32757), np.float32(471.134))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.56,"(np.float32(698.9768), np.float32(324.04938))","(np.float32(759.4175), np.float32(357.95538))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.56,"(np.float32(422.898), np.float32(579.8261))","(np.float32(489.3722), np.float32(633.02277))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.54,"(np.float32(337.28268), np.float32(273.8001))","(np.float32(379.30954), np.float32(349.61578))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.54,"(np.float32(151.27043), np.float32(521.03064))","(np.float32(171.3702), np.float32(568.57104))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.51,"(np.float32(213.58638), np.float32(462.7043))","(np.float32(222.04991), np.float32(483.84793))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.49,"(np.float32(26.87887), np.float32(609.66626))","(np.float32(208.08142), np.float32(682.0))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.49,"(np.float32(97.33578), np.float32(316.44482))","(np.float32(110.277695), np.float32(339.73236))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.49,"(np.float32(779.023), np.float32(356.78012))","(np.float32(831.78864), np.float32(385.66315))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.48,"(np.float32(666.45654), np.float32(502.6366))","(np.float32(746.62866), np.float32(588.2075))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.47,"(np.float32(299.95367), np.float32(488.60306))","(np.float32(347.31738), np.float32(535.99164))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.46,"(np.float32(511.02612), np.float32(324.86325))","(np.float32(569.9975), np.float32(383.51135))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.45,"(np.float32(158.57616), np.float32(352.62393))","(np.float32(205.58836), np.float32(408.6533))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.45,"(np.float32(76.8428), np.float32(288.74994))","(np.float32(127.52592), np.float32(344.49545))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.45,"(np.float32(359.9465), np.float32(304.02777))","(np.float32(415.92755), np.float32(360.5307))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.45,"(np.float32(28.37187), np.float32(378.44113))","(np.float32(75.69497), np.float32(419.63623))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.45,"(np.float32(421.71075), np.float32(662.4881))","(np.float32(432.84555), np.float32(681.7757))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.43,"(np.float32(88.92979), np.float32(360.64105))","(np.float32(137.0973), np.float32(443.1305))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.42,"(np.float32(810.5676), np.float32(400.20874))","(np.float32(837.3093), np.float32(427.71426))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.42,"(np.float32(671.9147), np.float32(500.95612))","(np.float32(740.87695), np.float32(551.018))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.41,"(np.float32(257.73593), np.float32(231.45427))","(np.float32(265.90723), np.float32(270.44293))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.4,"(np.float32(248.21942), np.float32(446.2439))","(np.float32(303.5072), np.float32(487.09958))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.39,"(np.float32(358.4349), np.float32(548.81195))","(np.float32(369.4665), np.float32(583.62213))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.39,"(np.float32(207.3029), np.float32(347.17874))","(np.float32(261.9753), np.float32(400.66656))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.39,"(np.float32(235.08214), np.float32(307.4294))","(np.float32(297.26294), np.float32(387.90274))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.39,"(np.float32(419.9784), np.float32(300.88882))","(np.float32(429.73224), np.float32(314.62442))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.39,"(np.float32(437.37766), np.float32(374.63113))","(np.float32(513.1388), np.float32(493.03058))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.39,"(np.float32(614.63367), np.float32(509.97235))","(np.float32(669.64606), np.float32(552.5367))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.39,"(np.float32(259.607), np.float32(586.4658))","(np.float32(345.68063), np.float32(682.0))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.38,"(np.float32(150.06401), np.float32(313.27042))","(np.float32(160.59648), np.float32(331.12897))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.36,"(np.float32(137.12393), np.float32(281.47247))","(np.float32(192.15742), np.float32(352.7137))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.36,"(np.float32(354.60394), np.float32(300.63916))","(np.float32(417.12683), np.float32(415.08777))"
00e84bc8c5c7aac2 - Copy.jpg,bench,0.36,"(np.float32(7.0482736), np.float32(609.83813))","(np.float32(208.3418), np.float32(682.0))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.35,"(np.float32(661.5491), np.float32(312.32587))","(np.float32(725.23944), np.float32(347.7695))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.35,"(np.float32(183.39987), np.float32(299.8643))","(np.float32(212.02664), np.float32(328.50388))"
00e84bc8c5c7aac2 - Copy.jpg,chair,0.32,"(np.float32(314.36816), np.float32(437.42337))","(np.float32(373.6628), np.float32(479.91473))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.31,"(np.float32(4.463115), np.float32(376.53635))","(np.float32(39.879833), np.float32(425.8846))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.31,"(np.float32(291.34738), np.float32(543.1165))","(np.float32(298.52808), np.float32(566.68536))"
00e84bc8c5c7aac2 - Copy.jpg,tie,0.3,"(np.float32(47.837597), np.float32(550.75336))","(np.float32(53.741543), np.float32(571.0549))"
00e84bc8c5c7aac2 - Copy.jpg,person,0.3,"(np.float32(7.0267973), np.float32(330.61545))","(np.float32(53.030277), np.float32(405.2642))"
00e84bc8c5c7aac2 - Copy.jpg,cell phone,0.28,"(np.float32(423.22516), np.float32(653.9994))","(np.float32(432.40842), np.float32(669.81177))"
00e84bc8c5c7aac2.jpg,clock,1.0,"(np.float32(247.26842), np.float32(59.27582))","(np.float32(293.51492), np.float32(108.23143))"
00e84bc8c5c7aac2.jpg,person,0.98,"(np.float32(851.64954), np.float32(633.813))","(np.float32(917.09625), np.float32(681.0202))"
00e84bc8c5c7aac2.jpg,person,0.97,"(np.float32(761.97296), np.float32(281.16663))","(np.float32(836.8989), np.float32(368.50082))"
00e84bc8c5c7aac2.jpg,tv,0.97,"(np.float32(422.2957), np.float32(32.79917))","(np.float32(706.81335), np.float32(235.68657))"
00e84bc8c5c7aac2.jpg,person,0.97,"(np.float32(653.077), np.float32(598.40063))","(np.float32(728.1721), np.float32(675.21045))"
00e84bc8c5c7aac2.jpg,tie,0.96,"(np.float32(299.27777), np.float32(270.33844))","(np.float32(307.65366), np.float32(324.56525))"
00e84bc8c5c7aac2.jpg,person,0.96,"(np.float32(979.98987), np.float32(414.17603))","(np.float32(1021.8881), np.float32(464.18777))"
00e84bc8c5c7aac2.jpg,person,0.95,"(np.float32(723.08386), np.float32(528.60016))","(np.float32(807.81616), np.float32(642.2464))"
00e84bc8c5c7aac2.jpg,person,0.95,"(np.float32(799.02673), np.float32(589.75354))","(np.float32(860.202), np.float32(658.63245))"
00e84bc8c5c7aac2.jpg,person,0.95,"(np.float32(326.83588), np.float32(510.93973))","(np.float32(410.11227), np.float32(583.04724))"
00e84bc8c5c7aac2.jpg,tie,0.95,"(np.float32(751.8216), np.float32(362.3742))","(np.float32(763.8635), np.float32(398.91507))"
